210;Armadura de mago [Mage Armor] ;Tocas a una criatura voluntaria, que no esté portando una armadura, y una fuerza mágica protectora la rodea hasta el fin de la duración del conjuro. La CA base del objetivo se vuelve 13 + su modificador de Destreza. El conjuro finaliza si el receptor se p;;1;1;1;1;un trozo de cuero curtido;0;0;1 Accion;3;1;8 horas
211;Asesino fantasmal [Phantasmal Killer] ;Accedes a las pesadillas de una criatura que puedes ver dentro del alcance y creas una manifestación ilusoria de sus más profundos miedos, visibles solo para esa criatura. El objetivo debe realizar una tirada de salvación de Sabiduría. Si se fracasa la sa;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 5 o superior, el daño se incrementa en 1d10 por cada nivel de espacio de conjuros por encima de nivel 4. ;120;1;1;0;;0;1;1 Accion;4;4;Hasta 1 minuto
212;Augurio [Augury] ;Ya sea lanzando palillos con gemas incrustadas, lanzando huesos de dragón, disponiendo cartas con ilustraciones o empleando alguna otra herramienta de adivinación, una entidad de otro mundo te proporciona un presagio sobre los resultados del curso de una ;;0;1;1;1;palillos con marcas especiales, huesos o fichas parecidas de un valor mínimo de 25 po ;1;0;1 minuto;8;2;instantaneo
213;Aumentar característica [Enhance Ability] ;Tocas una criatura y le concedes una mejora mágica. Elige uno de los siguientes efectos el objetivo gana el efecto hasta que el conjuro finalice<br><b>Resistencia de oso:</b> El objetivo tiene ventaja en las pruebas de Constitución. También gana 2d6 Punto;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 3 o superior, puedes seleccionar una criatura adicional por cada nivel de espacio de conjuros por encima de nivel 2.;1;1;1;1;pelaje o una pluma de una bestia;0;1;1 Accion;7;2;Hasta 1 hora
214;Aura de pureza [Aura of Purity] ;Irradias una energía purificadora en forma de aura con un radio de 30 pies (6 casillas, 9 m). Hasta que el conjuro finalice, el aura se desplaza contigo centrada en ti. Cada criatura no hostil (incluido tú) que permanezca dentro del aura no puede enfermar;;0;1;0;0;;0;1;1 Accion;3;4;Hasta 10 minutos
215;Aura de vida [Aura of Life] ;Irradias una energía preservadora de vida en forma de aura con un radio de 30 pies (6 casillas, 9 m). Hasta que el conjuro finalice, el aura se desplaza contigo centrada en ti. Cada criatura no hostil (incluido tú) que permanezca dentro del aura, adquiere;;0;1;0;0;;0;1;1 Accion;3;2;Hasta 10 minutos
216;Aura de vitalidad [Aura of Vitality] ;Irradias una energía curativa en forma de aura con un radio de 30 pies (6 casillas, 9 m). Hasta que el conjuro finalice, el aura se desplaza contigo centrada en ti. Puedes utilizar una acción adicional para hacer que una criatura (incluido tú) recupere 2d;;0;1;0;0;;0;1;1 Accion;2;3;Hasta 1 minuto
217;Aura mágica de Nystul [Nystul’s Magic Aura] ;Colocas una ilusión en una criatura o en un objeto que toques para que los conjuros de adivinación revelen información falsa sobre él. El objetivo puede ser una criatura voluntaria o un objeto que no esté siendo sujetado o transportado por otra criatura<b;;1;1;1;1;un pequeño cuadrado de seda;0;0;1 Accion;4;2;24 horas
218;Aura sagrada [Holy Aura] ;Luces divinas emanan de ti y se funden en un suave resplandor en un radio 30 pies (9 m) a tu alrededor. Las criaturas de tu elección dentro del radio cuando lanzas este conjuro, emiten luz tenue en un radio de 5 pies (1 casilla, 1.5 m) y tienen ventaja en;;0;1;1;1;un pequeño relicario con un valor mínimo de 1.000 po que contenga una reliquia sagrada, como un pedazo de ropa de la túnica de un santo o una pieza de pergamino de un texto sagrado;0;1;1 Accion;3;8;Hasta 1 minuto
219;Auxilio divino [Aid] ;Tu conjuro refuerza a tus aliados con tenacidad y determinación. Elige hasta tres criaturas que estén dentro del alcance. Mientras dura el efecto del conjuro, aumentan en 5 los Puntos de Golpe máximos y los Puntos de Golpe actuales de cada objetivo ;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 3 o superior, los Puntos de Golpe del objetivo se incrementan en 5 puntos adicionales por cada nivel de espacio de conjuros por encima de nivel 2. ;30;1;1;1;una tira diminuta de tela blanca ;0;0;1 Accion;3;2;8 horas
220;Baile irresistible de Otto [Otto's Irresistible Dance ;Elige a una criatura que puedas ver dentro del alcance. El objetivo comienza un baile cómico en el lugar donde se encuentra arrastrando los pies, taconeando y haciendo cabriolas mientras dure el conjuro. Las criaturas que no pueden ser encantadas son inmunes a este conjuro.<br>Una criatura que está bailando debe usar todo su movimiento para bailar sin abandonar su espacio y sufre desventaja en las tiradas de salvación de Destreza y tiradas de ataque. Mientras el objetivo este afectado por este conjuro, las otras criaturas ganan ventaja en las tiradas de ataque contra él. Como una acción, una criatura que está bailando puede realizar una tirada de salvación de Sabiduría para recuperar el control sobre sí misma. Con una salvación con éxito, finaliza el conjuro.;;30;1;0;0;;0;1;1 Accion;5;6;Hasta 1 minuto
221;Barrera de cuchillas [Blade Barrier] ;Creas un muro vertical de afiladas cuchillas giratorias de energía mágica. El muro aparece dentro del alcance y permanece mientras dure el conjuro. Puedes crear un muro recto de hasta 100 pies (20 casillas, 150 m) de largo, 20 pies (4 casillas, 6 m) de alto y 5 pies (1 casillas, 1,5 m) de grosor, o un muro redondo de hasta 60 pies (12 casillas, 18 m) de radio, 20 pies (4 casillas, 6 m) de alto y 5 pies (1 casillas, 1,5 m) de grosor. El muro proporciona tres cuartos de cobertura a las criaturas tras él, y su espacio es terreno difícil<br>Cuando una criatura entra en el área del muro por primera vez en un turno o comienza allí su turno, la criatura debe realizar una tirada de salvación de Destreza. Si falla la tirada de salvación, la criatura sufre 6d10 puntos de daño cortante. Con una salvación con éxito, la criatura sufre la mitad de daño.;;90;1;1;0;;0;1;1 Accion;2;6;Hasta 10 minutos
222;Bendecir [Bless] ;Bendices hasta a tres criaturas de tu elección dentro del alcance del conjuro. Siempre que el objetivo realice una tirada de ataque o una tirada de salvación antes de que finalice el conjuro, el objetivo puede tirar un d4 y añadir el resultado obtenido a la tirada de ataque o tirada de salvación ;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 2 o superior, puedes elegir como objetivo a una criatura adicional por cada nivel de espacio de conjuros por encima de nivel 1. ;30;1;1;1; una rociada de agua bendita;0;1;1 Accion;5;1;Hasta 1 minuto
223;Boca mágica [Magic Mouth] ;Implantas un mensaje en un objeto dentro del alcance, un mensaje que es pronunciado cuando se da una condición desencadenante. Elige un objeto que puedas ver y que no esté siendo sujetado o transportado por otra criatura. Di entonces el mensaje, que deben ser 25 palabras o menos, pero que puede ser transmitido a lo largo de 10 minutos. Finalmente, determina la circunstancia que desencadenará el conjuro para emitir el mensaje<br>Cuando dicha circunstancia ocurre, una boca mágica aparece en el objeto y recita el mensaje con tu voz y el mismo volumen con el que hablaste. Si el objeto que elegiste tiene una boca o algo que se parezca a una boca (por ejemplo, la boca de una estatua), la boca mágica aparece en ese lugar para que parezca que las palabras provengan de la boca del objeto. Cuando lanzas este conjuro, puedes hacer que finalice después de emitir el mensaje, o puede permanecer y repetir el mensaje siempre que el desencadenante ocurra.<br>La circunstancia desencadenante puede ser tan general o detallada como tú quieras, pero debe basarse en condiciones visuales o audibles que ocurran a 30 pies (6 casillas, 9 m) o menos del objeto. Por ejemplo, puedes dar instrucciones a la boca de hablar cuando cualquier criatura se mueva a 30 pies (6 casillas, 9 m) o menos del objeto o cuando una campana de plata tañe a 30 pies (6 casillas, 9 m) o menos de él.;;30;1;1;1;un trozo pequeño de panal y jade en polvo por valor de al menos 10 po, que el conjuro consume;1;0;1 minuto;4;2;hasta que se disipa
224;Bola de fuego [Fireball] ;Un rayo brillante resplandece desde tu dedo apuntando a un lugar que eliges dentro del rango y luego estalla con un rugido grave en una explosión de llamas. Cada criatura en un radio de esfera de 20 pies (4 casillas, 6 m) centrado en ese punto debe realizar una tirada de salvación de Destreza. El objetivo sufre 8d6 puntos de daño por fuego en una salvación fallida, o la mitad del total de daño en una salvación con éxito. <br>El fuego se extiende por las esquina. EL fuego enciende objetos inflamables en el área que no son sujetados ni transportados;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 4 o superior, el daño se incrementa en 1d6 por cada nivel de espacio de conjuros por encima de nivel 3. ;150;1;1;1;una bolita de guano de murciélago y azufre;0;0;1 Accion;2;3;instantaneo
225;Bola de fuego de explosión retardada ;Un haz de luz amarilla resplandece desde la punta de tu dedo, luego permanece condensándose en un punto escogido dentro del alcance como una perla resplandeciente por la duración del conjuro. Cuando el conjuro finaliza, ya sea porque tu concentración se ha roto o porque tú decides terminarlo, la perla estalla con un grave estruendo en una explosión de llamas que se extiende por las esquinas. Cada criatura en el radio de una esfera de 20 pies (4 casillas, 6 m) centrado en el punto escogido debe realizar una tirada de salvación de Destreza. Una criatura sufre daño por fuego igual al total de daño acumulado en una salvación fallida, o la mitad del daño en una salvación con éxito <br>El daño base del conjuro es 12d6. Si al final de tu turno la perla de fuego no ha detonado aun, el daño se incrementa en 1d6.<br>Si la perla resplandeciente es tocada antes de que el intervalo haya expirado, la criatura que la ha tocado debe hacer una tirada de salvación de Destreza. En una salvación fallida, el conjuro finaliza inmediatamente, causando que la perla estalle en llamas. En una salvación con éxito, la criatura puede arrojar la perla hasta 40 pies (12 m). Cuando ésta golpea una criatura o un objeto sólido, el conjuro finaliza, y la perla explota. El fuego daña objetos en el área y enciende objetos inflamables que no son sujetados o transportados;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 8 o superior, el daño base se incrementa en 1d6 por cada nivel de espacio de conjuros por encima de nivel 7.;150;1;1;1;una bolita de guano de murciélago y azufre;0;1;1 Accion;2;7;Hasta 1  minuto
226;Brazos de Hadar [Arms of Hadar] ;Invocas el poder de Hadar, el Hambriento Oscuro. Zarcillos de oscura energía brotan de ti y azotan a todas las criaturas que se encuentren a menos de 10 pies (2 casillas, 3 m). Cada criatura en el área debe realizar una tirada de salvación de Fuerza. En caso de que falle la tirada de salvación, el objetivo sufre 2d6 puntos de daño necrótico y no podrá reaccionar hasta su siguiente turno. En caso de que supere la tirada de salvación la criatura sufre sólo la mitad del daño y ningún otro efecto;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 2 o superior, el daño se incrementa con 1d6 por cada nivel de espacio de conjuros por encima de nivel 1.;0;1;1;0;;0;0;1 Accion;1;1;instantaneo
227;Brote de espinas [Spike Growth] ;Del suelo en un radio de 20 pies (4 casillas, 6 m) centrado en un punto dentro del alcance, brotan duros pinchos y espinas. El área se convierte en un terreno difícil durante la duración del conjuro. Cuando una criatura entra o se mueve dentro del área, sufre 2d4 puntos de daño perforante por cada 5 pies (1 casilla, 1.5 m) que se desplace<br>La transformación del suelo está camuflada para que parezca natural. Cualquier criatura que no pueda ver el área en el momento en que se lanza el conjuro debe realizar una prueba de Sabiduría (Percepción) contra la CD de tu salvación de conjuros para reconocer el terreno como peligroso antes de entrar en él.;;150;1;1;1;siete espinas afiladas o siete ramitas, cada una afilada en forma puntiaguda;0;1;1 Accion;7;2;Hasta 10 minutos
228;Buenas bayas [Goodberry] ;Hasta diez bayas aparecen en tu mano las cuales están infundidas con magia por toda la duración del conjuro. Una criatura puede usar su acción para comer una baya. Comerse una baya recupera 1 punto de golpe, y la baya provee suficiente nutrientes para mantener a una criatura durante un día<br>Las bayas pierden su potencial si estas no han sido consumidas en las 24 horas después de que el conjuro fue lanzado.;;1;1;1;1;ramita de muérdago;0;0;1 Accion;7;1;instantaneo
229;Burla cruel [Vicious Mockery] ;Sueltas una sarta de insultos unidos con imperceptibles encantamientos a una criatura que puedes ver dentro del alcance. Si tu objetivo puede oírte (aunque no necesita entenderte), debe superar una tirada de salvación de Sabiduría o sufrir 1d4 puntos de daño psí- quico y tener desventaja en la siguiente tirada de ataque que haga antes del final de su siguiente turno ;El daño de este conjuro se incrementa en 1d4 cuando llegas a nivel 5 (2d4), nivel 11 (3d4) y nivel 17 (4d4). ;60;1;0;0;;0;0;1 Accion;5;0;instantaneo
230;Cadena de relámpagos [Chain Lightning];Creas una descarga en forma de relámpago que forma un arco hacia un objetivo de tu elección que puedas ver dentro del alcance. Luego, tres relámpagos más surgen desde ese objetivo hasta un máximo de otros tres objetivos, cada uno de los cuales debe de estar a menos de 30 pies (6 casillas, 9 m) del primer objetivo. Un objetivo puede ser una criatura o un objeto, y solo puede ser objetivo de una de las descargas.<br>El objetivo debe realizar una tirada de salvación de Destreza. Si falla la tirada de salvación, el objetivo sufre 10d8 puntos de daño electrico, o la mitad del daño si con una salvación con éxito.;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 7 o superior, una descarga adicional salta desde el primer objetivo a otro objetivo por cada nivel de espacio de conjuros por encima de nivel 6.;150;1;1;1;un poco de pelo de animal un fragmento de ámbar, vidrio o un cetro de cristal y tres alfileres de plata;0;0;1 Accion;2;6;instantaneo
231;Caída de pluma [Feather Fall] ;Elige hasta a 5 criaturas que estén cayendo dentro del alcance. La velocidad de descenso de una criatura cayendo se reduce a 60 pies (12 casillas, 18 m) por asalto hasta que el conjuro finalice. Si la criatura aterriza antes de que el conjuro finalice, no sufre daño de caída y puede aterrizar de pie, y el conjuro finaliza para dicha criatura;;60;1;0;1;una pequeña pluma o una pelusa ;0;0;1 reaccion;7;1;1 minuto
232;Calentar metal [Heat Metal] ;Elige un objeto metálico manufacturado, como un arma de metal o una armadura metálica media o pesada, que puedas ver dentro del alcance. Provocas que el objeto comience a brillar al rojo vivo.<br>Si la criatura está agarrando o portando el objeto del que toma daño, esta debe superar una tirada de salvación de Constitución o tirar el objeto si es que puede. Si no puede tirar el objeto, tiene desventaja en las tiradas de ataque y las pruebas de característica hasta el comienzo de tu siguiente turno. Cualquier criatura en contacto físico con el objeto sufre 2d8 puntos de daño por fuego cuando lanzas este. conjuro. Hasta que el conjuro finalice puedes usar una acción adicional en cada uno de tus subsiguientes turnos para causar este daño de nuevo ;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 3 o superior, el daño se incrementa por 1d8 por cada nivel del espacio de conjuros por encima de nivel 2.;60;1;1;1;una pieza de hierro y una flama;0;1;1 Accion;7;2;Hasta 1  minuto
233;Calmar emociones [Calm Emotions] ;Intentas suprimir emociones fuertes que afectan a un grupo de personas. Cada humanoide en una esfera de radio 20 pies (4 casillas, 6 m) centrado en un punto que elijas dentro del alcance, debe realizar una tirada de salvación de Carisma una criatura puede elegir fallar esta tirada si así lo desea. Si la criatura falla la tirada de salvación elige uno de los dos siguientes efectos <br>Puedes suprimir cualquier efecto que causa que el objetivo esté en estado encantado o asustado. Cuando finalice el conjuro, cualquier efecto disipado vuelve, siempre y cuando la duración de la condición no hubiera expirado antes.<br>Alternativamente, puedes hacer que un objetivo permanezca indiferente hacia criaturas de tu elección contra las que es abiertamente hostil. Esta indiferencia finaliza si el objetivo es atacado o herido directamente por un conjuro, o si es testigo de que alguno de sus amigos están siendo dañados.<br>Cuando el conjuro finaliza la criatura vuelve a ser hostil otra vez, salvo que el DM precise lo contrario.;;60;1;1;0;;0;1;1 Accion;5;2;Hasta 1  minuto
234;Cambiar de forma [Shapechange] ;Adoptas la forma de otra criatura durante la duración del conjuro. La nueva forma puede ser de cualquier criatura con un valor de desafío igual o menor a tu nivel. La criatura no puede ser un constructo o un muerto viviente, y debes haber visto ese tipo de criatura al menos una vez. Te transformas en un ejemplo corriente de esa criatura, sin ningún nivel de clase y sin el rasgo de lanzamiento de conjuros.<br>Tus características de juego se reemplazan por las de la criatura escogida, aunque mantienes tu alineamiento y puntuaciones de Inteligencia, Sabiduría, y Carisma. También mantienes todas tus competencias en habilidades y tiradas de salvación, además de ganar aquellas propias de la criatura. Si la criatura tiene la misma competencia que tú y el bonificador listado es mayor al tuyo, usa el bonificador de la criatura en lugar del tuyo. No puedes usar ninguna acción legendaria o acciones de guarida de la nueva forma.<br>Asumes los Puntos de Golpe y Dados de Golpe de la nueva forma. Cuando vuelves a tu forma normal, vuelves al número de Puntos de Golpe que tenías antes de transformarte. Si vuelves a tu forma normal como resultado de llegar a 0 Puntos de Golpe, cualquier exceso de daño se pasa a tu forma normal. A no ser que el exceso de daño reduzca tu forma normal a 0 Puntos de Golpe, no caerás inconsciente<br>ente. Mantienes los rasgos que te otorgan tu clase, raza, u otro tipo de fuente y puedes usarlas, teniendo en cuenta si tu nueva forma sea capaz de ello. No puedes usar ningún tipo de sentido especial que tengas (por ejemplo, visión nocturna) a no ser que tu nueva forma también tenga ese mismo sentido. Solo puedes hablar si la criatura puede hablar normalmente<br>Cuando te transformas, puedes escoger si tu equipo se cae al suelo, se fusiona con la nueva forma, o si se lo equipa. El equipo portado funciona con normalidad. El DM determina si es práctico para la nueva forma el llevar una pieza de equipo, basado en la forma y tamaño de la criatura. Tu equipo no cambia de forma o tamaño para encajar con la nueva forma, y cualquier equipo que no pueda ser llevado por la nueva forma debe caer al suelo o ser fusionado con la misma. El equipo fusionado no tiene ningún efecto.<br>Durante la duración de este conjuro, puedes usar tu acción para asumir una forma diferente siguiendo las mismas restricciones y reglas que para la forma original, con una excepción: si tu nueva forma tiene más Puntos de Golpe que tú forma actual, tus Puntos de Golpe se mantienen en su valor actual.;;0;1;1;1;una diadema de jade con un valor de al menos 1.500 po, que debes poner en tu cabeza antes de lanzar el conjuro ;0;1;1 Accion;7;9;Hasta 1 hora
235;Caminar con el viento [Wind Walk] ;Tú y hasta diez criaturas voluntarias que puedas ver dentro del alcance del conjuro adoptáis una forma gaseosa durante toda la duración, apareciendo como jirones de nubes. Mientras estáis en esa forma de nube, una criatura tiene una velocidad de vuelo de 300 pies (60 casillas, 90 m) y resistencia al daño proveniente de armas no mágicas. La única acción que puede tomar una criatura en esta forma es una acción de carrera o revertirse a su forma normal. Revertirse toma 1 minuto, durante ese tiempo una criatura está incapacitada y no puede moverse. Hasta que finalice el conjuro, la criatura puede revertir a su forma de nube, lo cual también requiere 1 minuto de transformación <br>Si una criatura está en forma de nube y volando cuando el efecto finaliza, la criatura desciende 60 pies (12 casillas, 18 m) por turno durante 1 minuto hasta que aterriza, lo cual hace de forma segura. Si no puede aterrizar después de 1 minuto, la criatura cae la distancia restante.;;30;1;1;1;fuego y agua bendita ;0;0;1 minuto;7;6;8 horas
236;Caminar sobre las aguas [Water Walk];Este conjuro concede la habilidad de moverse sobre cualquier superficie líquida, tal como agua, ácido, barro, nieve, arenas movedizas, o lava, como si fuera un suelo sólido inofensivo (las criaturas cruzando lava derretida pueden, sin embargo, sufrir daño por calor). Hasta diez criaturas voluntarias que puedas ver dentro del alcance obtienen esta habilidad toda la duración.<br>Si eliges como objetivo a una criatura sumergida en un líquido, el conjuro lleva al objetivo a la superficie del líquido a una velocidad de 60 pies (12 casillas, 18 m) por asalto.;;30;1;1;1;un pedazo de corcho ;1;0;1 Accion;7;3;1 hora
237;Campo antimagia [Antimagic Field] ;Una esfera antimagia invisible de 10 pies (2 casillas, 3 m) de radio te rodea. El área que ocupa la esfera te separa de la energía mágica que recubre el multiverso. Dentro de la esfera, no se pueden lanzar conjuros, las criaturas invocadas desaparecen e incluso los objetos má- gicos se vuelven mundanos. Hasta que el conjuro finaliza, la esfera se desplaza contigo, centrada en ti.<br>Los conjuros y otros efectos mágicos, excepto aquellos que fueron creados por un artefacto o una deidad, quedan suprimidos dentro de la esfera y no pueden proyectarse a su interior. Un espacio de conjuros gastado en lanzar un hechizo que es suprimido, es consumido. Cuando un efecto mágico queda suprimido, no tiene ningún efecto, pero el tiempo que pasa suprimido cuenta para la duración del conjuro<br><b>Efectos con objetivo</b> Los conjuros y otros efectos mágicos, como un proyectil má- gico [magic missile] o hechizar persona [charm person], que tienen como objetivo una criatura o un objeto en la esfera no tienen efecto en el objetivo.<br><b>Áreas de magia:</b> El área de otro conjuro o efecto mágico, como una bola de fuego [fireball], no se pueden extender dentro de la esfera. Si la esfera se superpone a un área de magia, la parte del área que queda cubierta por la esfera queda suprimida. Por ejemplo, las llamas creadas por un muro de fuego [wall of fire] quedan suprimidas dentro de la esfera, creando un hueco en el muro si el solapamiento es lo suficientemente grande.<br><b>Conjuros:</b> Cualquier conjuro u otro efecto mágico activo sobre una criatura o un objeto en la esfera queda disipado mientras la criatura o el objeto está dentro del campo.<br><b>Objetos mágicos</b>Las propiedades y poderes de objetos mágicos quedan disipados en la esfera. Por ejemplo, una espada larga +1 en la esfera funciona como una espada larga no mágica.<br>Las propiedades y poderes de un arma quedan suprimidas si es utilizada contra un objetivo en la esfera o esgrimida por un atacante en la esfera. Si un arma mágica o una munición mágica abandona totalmente la esfera (por ejemplo, si disparas una flecha mágica o arrojas una lanza a un objetivo fuera dela esfera), la magia suprimida del objeto regresa a él tan pronto como sale de la esfera.<br><b>Viaje mágico</b> La teleportación y el viaje entre los planos no funcionan en la esfera, ya sea la esfera el punto de destino o de partida para dicho viaje mágico. Un portal entre lugares, mundos o planos de existencia, así como una apertura a un espacio extradimensional como el creado por el conjuro Truco de la Cuerda, se cierra temporalmente mientras esta dentro de la esfera.<br><b>Criaturas y objetos</b> Una criatura u objeto invocado o creado por magia temporal desaparece de la existencia en la esfera. Dicha criatura reaparece instantáneamente una vez que el espacio que ocupaba esa criatura ya no está dentro de la esfera.<br><b>Disipar Magia:</b> Los conjuros y efectos mágicos como disipar magia no tienen efecto en la esfera. De igual modo, las esferas creadas por diferentes conjuros de campo antimagia no se anulan una a otra;;0;1;1;1;una pizca de hierro pulverizado o limaduras de hierro ;0;1;1 Accion;3;8;Hasta 1 hora
238;Caparazón antivida [Antilife Shell] ;Una brillante barrera se expande a tu alrededor a lo largo de un radio de 10 pies (2 casillas, 3 m) y se desplaza contigo permaneciendo centrada en ti, protegiéndote de criaturas que no sean muertos vivientes o constructos. La barrera persiste mientras dure el conjuro.<br> La barrera previene a una criatura susceptible de ser afectada a que pase o atraviese la citada barrera. Una criatura afectada puede lanzar conjuros o realizar ataques con armas a distancia o con alcance a través de la barrera<br> Si te mueves de forma que fuerzas a una criatura afectada a pasar a través de la barrera, el conjuro finaliza.;;0;1;1;0;;0;1;1 Accion;3;5;Hasta 1  hora
239;Carcaj rápido [Swift Quiver] ;Transmutas tu carcaj para que produzca una cantidad infinita de munición no mágica, que parece saltar hacia tu mano cuando tratas de alcanzarla. <br>En cada uno de tus turnos hasta que el conjuro finalice, puedes usar una acción adicional para realizar dos ataques con un arma que use la munición del carcaj. Cada vez que hagas un ataque a distancia, tu carcaj reemplaza mágicamente la pieza de munición que has usado con una pieza similar de munición no mágica. Cualquier pieza de munición creada por este conjuro se desintegra cuando el conjuro finaliza. Si sueltas el carcaj, el conjuro finaliza.;;1;1;1;1;un carcaj con al menos una pieza munición ;0;1;1 accion adicional;7;5;Hasta 1 minuto
240;Castigo desterrador [Banishing Smite] ;La próxima vez que impactes a una criatura con un ataque de armas, tu arma crepita con fuerza y el ataque inflige un daño extra de 5d10 puntos de daño por fuerza al objetivo. Además, si el ataque reduce los Puntos de Golpe del objetivo a 50 o inferior, lo destierras. Si el objetivo pertenece a otro plano de existencia diferente al plano en el que te encuentras, el objetivo desaparece, retornando al plano de donde proviene. Si el objetivo pertenece al plano donde te encuentras, la criatura queda atrapada en un semiplano inofensivo. Mientras se encuentra ahí, el objetivo está incapacitado. Permanece allí hasta que el conjuro finaliza, momento en el cual el objetivo reaparece en el mismo sitio donde se desvaneció o si ese sitio está ocupado reaparece en el primer lugar desocupado más cercano.;;0;1;0;0;;0;1;1 accion adicional;3;5;Hasta 1 minuto
